"k","j","method","ISE"
10,1,"NW",8.02874014093316e-05
10,1,"NW",8.3190356417595e-05
10,1,"NW",8.09328158410188e-05
10,1,"NW",7.51000237031894e-05
10,1,"NW",8.3824299887228e-05
10,1,"NW",8.29723362450121e-05
10,1,"NW",8.300311680294e-05
10,1,"NW",8.42259549083679e-05
10,1,"NW",8.41185058207229e-05
10,1,"NW",8.71260754484425e-05
10,1,"NW",8.64614660632247e-05
10,1,"NW",8.57913532943615e-05
10,1,"NW",7.74953121449761e-05
10,1,"NW",8.19355631448483e-05
10,1,"NW",8.42696040020132e-05
10,1,"NW",9.11208728499672e-05
10,1,"NW",8.82492073407054e-05
10,1,"NW",9.27641481995564e-05
10,1,"NW",8.84944798059706e-05
10,1,"NW",8.77969194100759e-05
10,1,"NW",8.39989890822582e-05
10,1,"NW",8.03019736683575e-05
10,1,"NW",8.87536944361139e-05
10,1,"NW",8.03595139603015e-05
10,1,"NW",8.90266561140646e-05
10,1,"NW",8.7260890852952e-05
10,1,"NW",7.82410618451614e-05
10,1,"NW",8.33697165728928e-05
10,1,"NW",8.47209078123549e-05
10,1,"NW",8.09562136093793e-05
10,1,"NW",8.48318665644903e-05
10,1,"NW",8.21693032479874e-05
10,1,"NW",8.48657002327359e-05
10,1,"NW",8.43422648438401e-05
10,1,"NW",7.68887525207249e-05
10,1,"NW",8.88802747265559e-05
10,1,"NW",8.77621490092109e-05
10,1,"NW",8.20423594114943e-05
10,1,"NW",8.23806877584262e-05
10,1,"NW",8.99336491130036e-05
10,1,"NW",8.84853050300647e-05
10,1,"NW",8.53117381268206e-05
10,1,"NW",8.34728593948565e-05
14,1,"LL",2.82840985280888e-05
14,1,"LL",2.84048929065687e-05
14,1,"LL",2.71921512687494e-05
14,1,"LL",2.87665502039576e-05
14,1,"LL",2.87157822727629e-05
14,1,"LL",2.77731463429212e-05
14,1,"LL",2.78905636237218e-05
14,1,"LL",2.7819430735468e-05
14,1,"LL",2.88705198502129e-05
14,1,"LL",2.85606375589017e-05
14,1,"LL",2.92956743371462e-05
14,1,"LL",2.77845153260736e-05
14,1,"LL",2.9225706313656e-05
14,1,"LL",2.8709686507022e-05
14,1,"LL",2.85299134727857e-05
14,1,"LL",2.8046834115226e-05
14,1,"LL",2.88342807056875e-05
14,1,"LL",2.7978708974767e-05
14,1,"LL",2.83359346813569e-05
14,1,"LL",2.92595942233727e-05
14,1,"LL",2.81143032816994e-05
14,1,"LL",2.76505589677589e-05
14,1,"LL",2.78439532755799e-05
14,1,"LL",2.79847686391127e-05
14,1,"LL",2.78686285162558e-05
14,1,"LL",2.8034328316438e-05
14,1,"LL",2.94214161268934e-05
14,1,"LL",2.92200096648005e-05
14,1,"LL",2.68047114700947e-05
14,1,"LL",2.77354535381828e-05
14,1,"LL",2.81520152278586e-05
14,1,"LL",2.70524232784487e-05
14,1,"LL",2.78871862383657e-05
14,1,"LL",2.67756917328938e-05
14,1,"LL",2.84269142638596e-05
14,1,"LL",2.79400956065325e-05
14,1,"LL",2.85416586015916e-05
14,1,"LL",2.90189469329855e-05
14,1,"LL",2.82634710341395e-05
14,1,"LL",2.89375306829419e-05
14,1,"LL",2.70906387685883e-05
14,1,"LL",2.81632079340512e-05
14,1,"LL",2.86352646432438e-05
14,1,"LL",2.86508244094735e-05
14,1,"LL",2.87906878816908e-05
14,1,"LL",2.78656361647327e-05
14,1,"LL",2.80065971536898e-05
14,1,"LL",2.85401252425257e-05
14,1,"LL",2.82510239881614e-05
14,1,"LL",2.80442119083559e-05
14,1,"LL",2.78710328212789e-05
14,1,"LL",2.91697215806242e-05
14,1,"LL",2.80548057511189e-05
14,1,"LL",2.62691467317432e-05
14,1,"LL",2.91600454415241e-05
14,1,"LL",2.85609591322917e-05
14,1,"LL",2.73317480087668e-05
14,1,"LL",2.86908580019686e-05
14,1,"LL",2.9425507166507e-05
14,1,"LL",2.81970550257641e-05
14,1,"LL",2.88371461829536e-05
14,1,"LL",2.88768473231491e-05
14,1,"LL",2.85551391790944e-05
14,1,"LL",2.93463826727524e-05
14,1,"LL",2.89066827169653e-05
14,1,"LL",2.83714950427099e-05
14,1,"LL",2.79513524021905e-05
14,1,"LL",2.73330758410629e-05
14,1,"LL",2.94625094815699e-05
14,1,"LL",2.73901350504431e-05
14,1,"LL",2.85219869911386e-05
14,1,"LL",2.77325150713523e-05
14,1,"LL",2.89747590443477e-05
14,1,"LL",2.93766128224941e-05
14,1,"LL",2.92072097045263e-05
14,1,"LL",2.91349706271771e-05
14,1,"LL",2.86054937523963e-05
14,1,"LL",2.85315480054799e-05
14,1,"LL",2.83883425041303e-05
14,1,"LL",2.84595715972991e-05
14,1,"LL",2.82689570767218e-05
14,1,"LL",2.93700829247638e-05
14,1,"LL",2.94546418743856e-05
14,1,"LL",2.7784826849187e-05
14,1,"LL",2.74182547909242e-05
14,1,"LL",2.83261074111299e-05
14,1,"LL",2.79010643278969e-05
14,1,"LL",2.91189229414799e-05
14,1,"LL",2.88054459485005e-05
14,1,"LL",2.85080260440192e-05
14,1,"LL",2.87758216883357e-05
14,1,"LL",2.84303767360292e-05
14,1,"LL",2.92045880585781e-05
14,1,"LL",2.88139874897747e-05
14,1,"LL",2.82166065386333e-05
14,1,"LL",2.8540983269093e-05
14,1,"LL",2.74880617108559e-05
14,1,"LL",2.85589028753478e-05
14,1,"LL",2.79613324240999e-05
14,1,"LL",2.92269038524045e-05
14,1,"LL",2.80219845065998e-05
14,1,"LL",2.83254882442645e-05
14,1,"LL",2.83027820450319e-05
14,1,"LL",2.79775948750029e-05
14,1,"LL",2.79108180344557e-05
14,1,"LL",2.9048858013499e-05
14,1,"LL",2.84136225344486e-05
14,1,"LL",2.97325682893187e-05
14,1,"LL",2.85099921563114e-05
14,1,"LL",2.90622582031916e-05
14,1,"LL",2.90350851694907e-05
14,1,"LL",2.95462539566969e-05
14,1,"LL",2.88551430427195e-05
14,1,"LL",2.86253298035486e-05
14,1,"LL",2.91557145870987e-05
14,1,"LL",2.85175710749925e-05
14,1,"LL",2.76858340610345e-05
14,1,"LL",2.81023707889979e-05
14,1,"LL",2.79167410797067e-05
14,1,"LL",2.8466626463056e-05
14,1,"LL",2.89658266394893e-05
14,1,"LL",2.79144107118469e-05
14,1,"LL",2.84241913241299e-05
14,1,"LL",2.80354743209049e-05
14,1,"LL",2.91435287703714e-05
14,1,"LL",2.93051027420042e-05
14,1,"LL",2.85369865031314e-05
14,1,"LL",2.74223034572445e-05
14,1,"LL",2.84599802469858e-05
14,1,"LL",2.7881981072932e-05
14,1,"LL",2.7903424721269e-05
14,1,"LL",2.91755941256339e-05
14,1,"LL",2.73712460762949e-05
14,1,"LL",2.71210263212283e-05
14,1,"LL",2.82771868515707e-05
14,1,"LL",2.88417239177561e-05
14,1,"LL",2.80024906679091e-05
14,1,"LL",2.89294469618016e-05
14,1,"LL",2.91354251678437e-05
14,1,"LL",2.77709188573914e-05
14,1,"LL",2.78476112313071e-05
14,1,"LL",2.81255050111882e-05
14,1,"LL",2.78373647579664e-05
14,1,"LL",2.72993552500464e-05
14,1,"LL",2.88644421705457e-05
14,1,"LL",2.91368950494215e-05
14,1,"LL",2.9366310624654e-05
14,1,"LL",2.91862913409163e-05
14,1,"LL",3.00264566161391e-05
14,1,"LL",2.7094670917877e-05
14,1,"LL",2.80124245225936e-05
14,1,"LL",2.87745593468953e-05
14,1,"LL",2.82222585007828e-05
14,1,"LL",2.89760399491976e-05
14,1,"LL",2.84334336619993e-05
14,1,"LL",2.82746923639627e-05
14,1,"LL",2.8595685725359e-05
14,1,"LL",2.81980080242871e-05
14,1,"LL",2.757437477432e-05
14,1,"LL",2.95320136724739e-05
14,1,"LL",2.84148794459844e-05
14,1,"LL",2.91857708058862e-05
14,1,"LL",2.79867692291442e-05
14,1,"LL",2.8255529613094e-05
14,1,"LL",2.79892575662116e-05
14,1,"LL",2.8212573254354e-05
14,1,"LL",2.83459483832561e-05
14,1,"LL",2.820341452229e-05
14,1,"LL",2.78945162563003e-05
14,1,"LL",2.93076162434605e-05
14,1,"LL",2.82896556167937e-05
14,1,"LL",2.90667718569406e-05
14,1,"LL",2.78801849613376e-05
14,1,"LL",2.88825016094751e-05
14,1,"LL",2.79078162722634e-05
14,1,"LL",2.86983580734297e-05
14,1,"LL",2.84706112875411e-05
14,1,"LL",2.8703886335291e-05
14,1,"LL",2.75888336894932e-05
14,1,"LL",2.82873197472286e-05
14,1,"LL",2.8608693405103e-05
14,1,"LL",2.94120778716667e-05
14,1,"LL",2.83991631364305e-05
14,1,"LL",2.89293529825221e-05
14,1,"LL",2.90360492613425e-05
14,1,"LL",2.74780569638477e-05
14,1,"LL",2.84602029675919e-05
14,1,"LL",2.84389133259212e-05
14,1,"LL",2.87702014946415e-05
14,1,"LL",2.74404135587185e-05
14,1,"LL",2.88767424428442e-05
14,1,"LL",2.83792701788507e-05
14,1,"LL",2.76069935716619e-05
14,1,"LL",2.8183268457897e-05
14,1,"LL",2.67384564032331e-05
14,1,"LL",2.98376854570126e-05
14,1,"LL",2.81370341536088e-05
14,1,"LL",2.86299345514437e-05
14,1,"LL",2.81630877495661e-05
14,1,"LL",2.72361556559464e-05
14,1,"NW",6.94653398845893e-05
14,1,"NW",6.96458108776883e-05
14,1,"NW",6.88299761669625e-05
14,1,"NW",6.7991439174128e-05
14,1,"NW",6.91503916378895e-05
14,1,"NW",6.61560708523181e-05
14,1,"NW",7.04227058685438e-05
14,1,"NW",6.8636660795133e-05
14,1,"NW",6.71150937164772e-05
14,1,"NW",6.91251219363695e-05
14,1,"NW",6.80696161561999e-05
14,1,"NW",6.76186096147546e-05
14,1,"NW",6.90778480989284e-05
14,1,"NW",6.7994725176055e-05
14,1,"NW",6.8407454762674e-05
14,1,"NW",7.10504004651996e-05
14,1,"NW",6.5947385289612e-05
14,1,"NW",6.90693436966205e-05
14,1,"NW",6.31764313305592e-05
14,1,"NW",6.55126369647134e-05
14,1,"NW",6.53812952878911e-05
14,1,"NW",6.9275419852074e-05
14,1,"NW",6.84403871486074e-05
14,1,"NW",6.93058105630398e-05
14,1,"NW",6.84021570476776e-05
14,1,"NW",6.88661982162571e-05
14,1,"NW",6.54925023552251e-05
14,1,"NW",6.40075482208821e-05
14,1,"NW",7.21651238431411e-05
14,1,"NW",6.60694241172079e-05
14,1,"NW",7.01238379457751e-05
14,1,"NW",6.43573809251634e-05
14,1,"NW",6.82247784040391e-05
14,1,"NW",7.14260050374433e-05
14,1,"NW",6.78035719014188e-05
14,1,"NW",6.88719929009879e-05
14,1,"NW",6.9944594922236e-05
14,1,"NW",6.88531787434935e-05
14,1,"NW",6.8572174479142e-05
14,1,"NW",6.54514158636878e-05
14,1,"NW",6.71131377049742e-05
14,1,"NW",6.59900566353307e-05
14,1,"NW",6.62616002416099e-05
14,1,"NW",6.97209110478375e-05
14,1,"NW",7.07938296890053e-05
14,1,"NW",7.16637865113209e-05
14,1,"NW",7.46166303077077e-05
14,1,"NW",7.24584728761013e-05
14,1,"NW",6.06013511502881e-05
14,1,"NW",6.68381733927933e-05
14,1,"NW",6.8818944371736e-05
14,1,"NW",7.10282205220879e-05
14,1,"NW",6.77402911540948e-05
14,1,"NW",6.5583698083011e-05
14,1,"NW",7.08397127336289e-05
14,1,"NW",6.72398146989184e-05
14,1,"NW",6.56689174854896e-05
14,1,"NW",6.93108070410022e-05
14,1,"NW",7.12326491975539e-05
14,1,"NW",6.75019693368679e-05
14,1,"NW",6.83068380191635e-05
14,1,"NW",6.55628818129723e-05
14,1,"NW",7.10317158164107e-05
14,1,"NW",6.4439223574085e-05
14,1,"NW",6.83123058107852e-05
14,1,"NW",7.00693433494459e-05
14,1,"NW",7.07785407362819e-05
14,1,"NW",6.73679000656934e-05
14,1,"NW",6.6047080790209e-05
14,1,"NW",6.59825986026091e-05
14,1,"NW",6.8595403104942e-05
14,1,"NW",6.41065979499803e-05
14,1,"NW",6.70166644937525e-05
14,1,"NW",7.12188203968014e-05
14,1,"NW",6.94214147605201e-05
14,1,"NW",6.71262195181461e-05
14,1,"NW",7.19860646696717e-05
14,1,"NW",6.45701085970928e-05
14,1,"NW",7.12623774475686e-05
14,1,"NW",6.55151804576392e-05
14,1,"NW",6.99296830247758e-05
14,1,"NW",7.12818270406576e-05
14,1,"NW",6.98817086264595e-05
14,1,"NW",6.52706527458223e-05
14,1,"NW",6.91200155255619e-05
14,1,"NW",6.88944902739699e-05
14,1,"NW",6.57098733970306e-05
14,1,"NW",6.33665502109506e-05
14,1,"NW",6.85277584314797e-05
14,1,"NW",7.06047155282403e-05
14,1,"NW",6.58308316014563e-05
14,1,"NW",7.20776552196456e-05
14,1,"NW",7.06490650565914e-05
14,1,"NW",6.62119024759584e-05
14,1,"NW",7.07417819618355e-05
14,1,"NW",7.03418859167555e-05
14,1,"NW",6.4578458751695e-05
14,1,"NW",6.47187892658014e-05
14,1,"NW",6.8567961304212e-05
14,1,"NW",7.22970450713872e-05
14,1,"NW",6.88797486160589e-05
14,1,"NW",6.72368765192725e-05
14,1,"NW",6.50519515421015e-05
14,1,"NW",7.04397110835441e-05
14,1,"NW",7.15866473042354e-05
14,1,"NW",6.87194913285664e-05
14,1,"NW",6.95802277543293e-05
14,1,"NW",7.49897016410856e-05
14,1,"NW",7.16078515083957e-05
14,1,"NW",6.60541298196663e-05
14,1,"NW",6.88416764135513e-05
14,1,"NW",6.85685588323855e-05
14,1,"NW",6.66881945010667e-05
14,1,"NW",6.63564515902769e-05
14,1,"NW",7.158823825554e-05
14,1,"NW",6.4369774644653e-05
14,1,"NW",6.84020970513618e-05
14,1,"NW",7.19422709302154e-05
14,1,"NW",6.65390920018569e-05
14,1,"NW",6.45672774937487e-05
14,1,"NW",7.04453935901243e-05
14,1,"NW",6.49627947753941e-05
14,1,"NW",6.86757764039013e-05
14,1,"NW",6.49272168857699e-05
14,1,"NW",6.56809668696742e-05
14,1,"NW",6.40555397936235e-05
14,1,"NW",6.85683057710391e-05
14,1,"NW",6.63876732552971e-05
14,1,"NW",6.65086907814357e-05
14,1,"NW",6.65494279039028e-05
14,1,"NW",6.93550521914382e-05
14,1,"NW",7.32845987385715e-05
14,1,"NW",6.71276794552283e-05
14,1,"NW",7.04273966563085e-05
14,1,"NW",6.6012279191956e-05
14,1,"NW",7.03200420657456e-05
14,1,"NW",7.43778286204373e-05
14,1,"NW",6.60384000072947e-05
14,1,"NW",6.97691266105302e-05
14,1,"NW",6.79971462018519e-05
14,1,"NW",6.62458438391083e-05
14,1,"NW",6.81972643581095e-05
14,1,"NW",6.76793659638182e-05
14,1,"NW",6.70273064808198e-05
14,1,"NW",6.74308476426565e-05
14,1,"NW",6.88585352964415e-05
14,1,"NW",7.14739689517896e-05
14,1,"NW",6.73684680316611e-05
14,1,"NW",7.13826739842951e-05
14,1,"NW",6.37980549509278e-05
14,1,"NW",7.20066586179346e-05
14,1,"NW",6.76623525946423e-05
14,1,"NW",6.78434513931544e-05
14,1,"NW",7.09540206187449e-05
14,1,"NW",6.80164504778649e-05
14,1,"NW",6.84072344683063e-05
14,1,"NW",6.94908054050618e-05
14,1,"NW",6.83510526521324e-05
14,1,"NW",6.99046506582164e-05
14,1,"NW",6.91551522725239e-05
14,1,"NW",6.8944042813749e-05
14,1,"NW",6.86792443392989e-05
14,1,"NW",7.14439087304243e-05
14,1,"NW",6.84871048324313e-05
14,1,"NW",6.66903907939756e-05
14,1,"NW",6.89394642181509e-05
14,1,"NW",6.70702235177246e-05
14,1,"NW",6.72713423313965e-05
14,1,"NW",6.68295369894086e-05
14,1,"NW",6.55961010276448e-05
14,1,"NW",6.38363028603295e-05
14,1,"NW",7.39758482547161e-05
14,1,"NW",6.60809089783085e-05
14,1,"NW",7.0677118350232e-05
14,1,"NW",6.81696020067717e-05
14,1,"NW",6.70450790815958e-05
14,1,"NW",6.92767191897055e-05
14,1,"NW",6.63550129089482e-05
14,1,"NW",6.99802949998178e-05
14,1,"NW",7.10893589014129e-05
14,1,"NW",6.93763913746349e-05
14,1,"NW",7.05285946195346e-05
14,1,"NW",6.78388175518035e-05
14,1,"NW",6.76966838671776e-05
14,1,"NW",6.67088801265439e-05
14,1,"NW",7.0839077130668e-05
14,1,"NW",7.11781791021494e-05
14,1,"NW",6.33876290804669e-05
14,1,"NW",6.69673839500786e-05
14,1,"NW",6.72192781284564e-05
14,1,"NW",6.81909483459148e-05
14,1,"NW",6.52517878076409e-05
14,1,"NW",6.69802351893223e-05
14,1,"NW",6.70714020608806e-05
14,1,"NW",6.80529025982797e-05
14,1,"NW",6.97160016339506e-05
14,1,"NW",7.06626182521865e-05
14,1,"NW",6.58906074767856e-05
14,1,"NW",6.8169710898829e-05
14,1,"NW",6.50865019980591e-05
20,1,"LL",3.6186794459906e-05
20,1,"LL",3.51288743264889e-05
20,1,"LL",3.38381820670905e-05
20,1,"LL",3.47771978693555e-05
20,1,"LL",3.46262280093828e-05
20,1,"LL",3.4847909406579e-05
20,1,"LL",3.55635588596498e-05
20,1,"LL",3.45689150764079e-05
20,1,"LL",3.30341221663993e-05
20,1,"LL",3.48736696876046e-05
20,1,"LL",3.36972972515975e-05
20,1,"LL",3.48636046576042e-05
20,1,"LL",3.5137646528581e-05
20,1,"LL",3.27686405778781e-05
20,1,"LL",3.39069936286339e-05
20,1,"LL",3.41106882123137e-05
20,1,"LL",3.43585056129509e-05
20,1,"LL",3.57631696167218e-05
20,1,"LL",3.55967765042722e-05
20,1,"LL",3.5041672551573e-05
20,1,"LL",3.41562372110835e-05
20,1,"LL",3.47765288988612e-05
20,1,"LL",3.3808030350002e-05
20,1,"LL",3.47610890681945e-05
20,1,"LL",3.38816924913977e-05
20,1,"LL",3.44316011830347e-05
20,1,"LL",3.58818197272477e-05
20,1,"LL",3.61068133943197e-05
20,1,"LL",3.48687316960089e-05
20,1,"LL",3.46594239465509e-05
20,1,"LL",3.45773531826847e-05
20,1,"LL",3.44893706240543e-05
20,1,"LL",3.46872229826595e-05
20,1,"LL",3.32247082979272e-05
20,1,"LL",3.58109657922097e-05
20,1,"LL",3.38106841722053e-05
20,1,"LL",3.36882870675032e-05
20,1,"LL",3.45063344135759e-05
20,1,"LL",3.30732793699508e-05
20,1,"LL",3.54242590519104e-05
20,1,"LL",3.4688259633764e-05
20,1,"LL",3.51878101283167e-05
20,1,"LL",3.37714800312332e-05
20,1,"LL",3.50242442259767e-05
20,1,"LL",3.64133905364317e-05
20,1,"LL",3.43169424499678e-05
20,1,"LL",3.61607891913955e-05
20,1,"LL",3.42039857005535e-05
20,1,"LL",3.44525935521316e-05
20,1,"LL",3.52151965172672e-05
20,1,"LL",3.53927055706548e-05
20,1,"LL",3.534849503492e-05
20,1,"LL",3.59937669137069e-05
20,1,"LL",3.34412694220691e-05
20,1,"LL",3.53216227854755e-05
20,1,"LL",3.54812835731857e-05
20,1,"LL",3.35906134681828e-05
20,1,"LL",3.42460007963659e-05
20,1,"LL",3.39199663628664e-05
20,1,"LL",3.48986551267111e-05
20,1,"LL",3.46230378482743e-05
20,1,"LL",3.39579992743341e-05
20,1,"LL",3.5695086833775e-05
20,1,"LL",3.51565681050267e-05
20,1,"LL",3.36812302919103e-05
20,1,"LL",3.38114370081862e-05
20,1,"LL",3.56787413556778e-05
20,1,"LL",3.39883657308103e-05
20,1,"LL",3.45683776133248e-05
20,1,"LL",3.51154015713033e-05
20,1,"LL",3.57240882741719e-05
20,1,"LL",3.46499771978295e-05
20,1,"LL",3.44850639010766e-05
20,1,"LL",3.58103540471301e-05
20,1,"LL",3.41447725352606e-05
20,1,"LL",3.61931098482347e-05
20,1,"LL",3.34607395693873e-05
20,1,"LL",3.41488235331766e-05
20,1,"LL",3.54249905079326e-05
20,1,"LL",3.37066912844101e-05
20,1,"LL",3.5809306289328e-05
20,1,"LL",3.41983114514639e-05
20,1,"LL",3.51088275842576e-05
20,1,"LL",3.33381451840451e-05
20,1,"LL",3.42131942431092e-05
20,1,"LL",3.38063474961062e-05
20,1,"LL",3.51925704738219e-05
20,1,"LL",3.44670567479665e-05
20,1,"LL",3.51658594192947e-05
20,1,"LL",3.42728229013638e-05
20,1,"LL",3.46098796211462e-05
20,1,"LL",3.47207962255788e-05
20,1,"LL",3.45741340097687e-05
20,1,"LL",3.47852916363097e-05
20,1,"LL",3.54732868125192e-05
20,1,"LL",3.46703644050717e-05
20,1,"LL",3.57098134523722e-05
20,1,"LL",3.46923726824644e-05
20,1,"LL",3.48737487987133e-05
20,1,"LL",3.41645760526095e-05
20,1,"LL",3.37060288794224e-05
20,1,"LL",3.43119245116264e-05
20,1,"LL",3.43972901418278e-05
20,1,"LL",3.50368408500341e-05
20,1,"LL",3.42149371810336e-05
20,1,"LL",3.526810309628e-05
20,1,"LL",3.5996086281309e-05
20,1,"LL",3.59807666544702e-05
20,1,"LL",3.5825203292386e-05
20,1,"LL",3.48993398071276e-05
20,1,"LL",3.45237114416017e-05
20,1,"LL",3.55909932397203e-05
20,1,"LL",3.46763821526149e-05
20,1,"LL",3.37419725856568e-05
20,1,"LL",3.43413757693246e-05
20,1,"LL",3.58345516976149e-05
20,1,"LL",3.41710828293488e-05
20,1,"LL",3.50310721104547e-05
20,1,"LL",3.52515483850612e-05
20,1,"LL",3.51206919047807e-05
20,1,"LL",3.45899899483676e-05
20,1,"LL",3.5358335430095e-05
20,1,"LL",3.4554551716989e-05
20,1,"LL",3.3889622165756e-05
20,1,"LL",3.52537219504707e-05
20,1,"LL",3.34762703169047e-05
20,1,"LL",3.3956045933784e-05
20,1,"LL",3.58940997327012e-05
20,1,"LL",3.40909563269292e-05
20,1,"LL",3.44986839225431e-05
20,1,"LL",3.54230839825981e-05
20,1,"LL",3.53612377785609e-05
20,1,"LL",3.51150517461842e-05
20,1,"LL",3.50855414482912e-05
20,1,"LL",3.69553437138122e-05
20,1,"LL",3.29557615482615e-05
20,1,"LL",3.39812828068361e-05
20,1,"LL",3.46490056262842e-05
20,1,"LL",3.42332783812027e-05
20,1,"LL",3.46770301180432e-05
20,1,"LL",3.38311505988196e-05
20,1,"LL",3.38560854356394e-05
20,1,"LL",3.69537881201269e-05
20,1,"LL",3.38632847491468e-05
20,1,"LL",3.44906360758994e-05
20,1,"LL",3.58231994729363e-05
20,1,"LL",3.6275102892454e-05
20,1,"LL",3.43550377848937e-05
20,1,"LL",3.55829593551601e-05
20,1,"LL",3.45651966933865e-05
20,1,"LL",3.48414182976118e-05
20,1,"LL",3.55774994171437e-05
20,1,"LL",3.39450452360523e-05
20,1,"LL",3.47284659582135e-05
20,1,"LL",3.48333427826465e-05
20,1,"LL",3.37307105097369e-05
20,1,"LL",3.5066905012369e-05
20,1,"LL",3.52331941629301e-05
20,1,"LL",3.44310968627951e-05
20,1,"LL",3.37366867888458e-05
20,1,"LL",3.52038470438605e-05
20,1,"LL",3.57176491782876e-05
20,1,"LL",3.38858337836699e-05
20,1,"LL",3.6025723949436e-05
20,1,"LL",3.475546061722e-05
20,1,"LL",3.45305498634689e-05
20,1,"LL",3.38379903308965e-05
20,1,"LL",3.50862765641853e-05
20,1,"LL",3.6277136172799e-05
20,1,"LL",3.64807504041497e-05
20,1,"LL",3.30680366670959e-05
20,1,"LL",3.4143026306878e-05
20,1,"LL",3.40261363614058e-05
20,1,"LL",3.41756630854821e-05
20,1,"LL",3.38319012819706e-05
20,1,"LL",3.49363207442454e-05
20,1,"LL",3.4551709022668e-05
20,1,"LL",3.38347332766297e-05
20,1,"LL",3.4862964606521e-05
20,1,"LL",3.3737950650459e-05
20,1,"LL",3.52240198051201e-05
20,1,"LL",3.46973448820713e-05
20,1,"LL",3.43624748647736e-05
20,1,"LL",3.37381416266191e-05
20,1,"LL",3.4493687244609e-05
20,1,"LL",3.4189892231619e-05
20,1,"LL",3.62445986127583e-05
20,1,"LL",3.65872935127195e-05
20,1,"LL",3.39625016972832e-05
20,1,"LL",3.54283727115497e-05
20,1,"LL",3.57869519592784e-05
20,1,"LL",3.50632599531115e-05
20,1,"LL",3.67482398981764e-05
20,1,"LL",3.6036296055056e-05
20,1,"LL",3.5676037873824e-05
20,1,"LL",3.61116491443925e-05
20,1,"LL",3.45771531409504e-05
20,1,"LL",3.49538257288212e-05
20,1,"LL",3.41022610919065e-05
20,1,"LL",3.44142818742145e-05
20,1,"NW",7.23340577773699e-05
20,1,"NW",6.78317521838537e-05
20,1,"NW",6.97231171116201e-05
20,1,"NW",7.07794218155359e-05
20,1,"NW",7.02232776270903e-05
20,1,"NW",6.85548339733183e-05
20,1,"NW",6.74789731125616e-05
20,1,"NW",7.15209790583086e-05
20,1,"NW",7.0153877789925e-05
20,1,"NW",6.87181211871317e-05
20,1,"NW",7.02844066863686e-05
20,1,"NW",7.08214036550889e-05
20,1,"NW",6.99835312173496e-05
20,1,"NW",7.11064841869882e-05
20,1,"NW",7.0386690370957e-05
20,1,"NW",6.79992665476552e-05
20,1,"NW",6.97166355366278e-05
20,1,"NW",6.72196718049223e-05
20,1,"NW",7.19727465071379e-05
20,1,"NW",6.97745940997063e-05
20,1,"NW",7.14977660880121e-05
20,1,"NW",7.1220536473377e-05
20,1,"NW",6.95553597202673e-05
20,1,"NW",6.75256377262182e-05
20,1,"NW",6.69649088667747e-05
20,1,"NW",7.07470805953141e-05
20,1,"NW",7.21092664401514e-05
20,1,"NW",7.02278175708409e-05
20,1,"NW",6.98506160764235e-05
20,1,"NW",7.03957720010726e-05
20,1,"NW",7.02744240763634e-05
20,1,"NW",6.7636478258996e-05
20,1,"NW",6.9077526549324e-05
20,1,"NW",6.71124965431477e-05
20,1,"NW",7.11731018448594e-05
20,1,"NW",6.93584859357933e-05
20,1,"NW",7.26808794417603e-05
20,1,"NW",7.08507545783484e-05
20,1,"NW",6.90420504352341e-05
20,1,"NW",6.81238562554975e-05
20,1,"NW",6.77305975152439e-05
20,1,"NW",6.95189122003842e-05
20,1,"NW",6.96103803542163e-05
20,1,"NW",7.21591208096483e-05
20,1,"NW",6.65103008410815e-05
20,1,"NW",7.03545189018919e-05
20,1,"NW",6.77837388986725e-05
20,1,"NW",7.2394900777741e-05
20,1,"NW",7.21824345606831e-05
20,1,"NW",7.07293406533492e-05
20,1,"NW",6.96023440768762e-05
20,1,"NW",7.01531922636485e-05
20,1,"NW",7.05831560744577e-05
20,1,"NW",6.90248072441167e-05
20,1,"NW",7.01681079377232e-05
20,1,"NW",6.9930191123408e-05
20,1,"NW",7.14864038448961e-05
20,1,"NW",7.0228426825222e-05
20,1,"NW",7.05489335459631e-05
20,1,"NW",6.97053200953387e-05
20,1,"NW",6.91338717417313e-05
20,1,"NW",6.79267295876644e-05
20,1,"NW",7.02840333728935e-05
20,1,"NW",7.17078447486137e-05
20,1,"NW",6.96634048169798e-05
20,1,"NW",6.86485119924006e-05
20,1,"NW",6.96896042376753e-05
20,1,"NW",7.35366907855812e-05
20,1,"NW",6.95336384860491e-05
20,1,"NW",7.20210051981853e-05
20,1,"NW",7.01440687257543e-05
20,1,"NW",7.24451263126771e-05
20,1,"NW",7.02742534071907e-05
20,1,"NW",7.06293328832327e-05
20,1,"NW",6.96432693222816e-05
20,1,"NW",6.9617065078496e-05
20,1,"NW",7.03231129296221e-05
20,1,"NW",6.92165515073731e-05
20,1,"NW",7.1028496852328e-05
20,1,"NW",7.13668474733942e-05
20,1,"NW",7.03681158220368e-05
20,1,"NW",6.99804636052304e-05
20,1,"NW",6.77117116884576e-05
20,1,"NW",6.79094854359228e-05
20,1,"NW",7.23740267379256e-05
20,1,"NW",7.03641345104872e-05
20,1,"NW",7.01672767180295e-05
20,1,"NW",6.92893998053743e-05
20,1,"NW",6.98013271456135e-05
20,1,"NW",7.00656370794323e-05
20,1,"NW",7.15042341110132e-05
20,1,"NW",7.22320055054666e-05
20,1,"NW",7.24867922333026e-05
