"k","j","method","ISE"
14,3,"NW",0.00089234290284949
14,3,"NW",0.000904190970966
14,3,"NW",0.000904289328172564
14,3,"NW",0.000931520385346766
14,3,"NW",0.000882069585363669
14,3,"NW",0.000913920938831331
14,3,"NW",0.000900927022338867
14,3,"NW",0.000879028418003213
14,3,"NW",0.000890649416859465
14,3,"NW",0.000905382671736961
14,3,"NW",0.000904737354810992
14,3,"NW",0.000901272576680483
14,3,"NW",0.000886562978825233
14,3,"NW",0.000888272367627637
14,3,"NW",0.000892111820657152
14,3,"NW",0.000880557017349472
14,3,"NW",0.000887310399236809
14,3,"NW",0.000905541925993627
14,3,"NW",0.000886209922448747
14,3,"NW",0.000905311179405166
14,3,"NW",0.000917749839265377
14,3,"NW",0.00088340742494262
14,3,"NW",0.000915146097892652
14,3,"NW",0.00086660853873484
14,3,"NW",0.000917597103839844
14,3,"NW",0.000909391937439251
14,3,"NW",0.000866149168485993
14,3,"NW",0.000884029717857886
14,3,"NW",0.00091028897637163
14,3,"NW",0.000906820491725624
14,3,"NW",0.000887815683471471
14,3,"NW",0.00089391840957124
14,3,"NW",0.000934101172998989
14,3,"NW",0.000887117090211048
14,3,"NW",0.000897568278497219
14,3,"NW",0.000882942293114888
14,3,"NW",0.000895301941825215
14,3,"NW",0.000888702906232626
14,3,"NW",0.000896750537350529
14,3,"NW",0.000916190377470602
14,3,"NW",0.000883112398174401
14,3,"NW",0.000870371143211285
14,3,"NW",0.000885364230778105
14,3,"NW",0.000906679591017114
14,3,"NW",0.000905373699301637
14,3,"NW",0.000925458046911645
14,3,"NW",0.00088978402265258
14,3,"NW",0.000886952041997364
14,3,"NW",0.000898240317317865
14,3,"NW",0.000887343836520596
14,3,"NW",0.000928846130581614
14,3,"NW",0.000916676948404019
14,3,"NW",0.000869425930873127
14,3,"NW",0.00089642863212347
14,3,"NW",0.000894358585791043
14,3,"NW",0.00090046033499437
14,3,"NW",0.000890229418017617
14,3,"NW",0.00089029209453223
14,3,"NW",0.000905818869625852
14,3,"NW",0.000885464436913322
14,3,"NW",0.000882379437496705
14,3,"NW",0.000882502887870417
14,3,"NW",0.000872844798566012
14,3,"NW",0.000900651672460565
14,3,"NW",0.000895686505149532
14,3,"NW",0.000885542244996569
14,3,"NW",0.000877904374735896
14,3,"NW",0.000890214231151843
14,3,"NW",0.000891556037298488
14,3,"NW",0.000879407755097393
14,3,"NW",0.000882670911288236
14,3,"NW",0.000890667874650991
14,3,"NW",0.000868299080166418
14,3,"NW",0.00088335402608538
14,3,"NW",0.000896160424023211
14,3,"NW",0.000914813893175539
14,3,"NW",0.000908822606318293
14,3,"NW",0.000901213229419454
14,3,"NW",0.000877740502094787
14,3,"NW",0.000900972467349827
14,3,"NW",0.000934664639470315
14,3,"NW",0.0008884640106684
14,3,"NW",0.000915083698880002
14,3,"NW",0.000897747364552552
14,3,"NW",0.000894203236283321
14,3,"NW",0.000865131567467406
14,3,"NW",0.000871188278601032
14,3,"NW",0.000918753817311202
14,3,"NW",0.000894744412265685
14,3,"NW",0.000877259302610553
14,3,"NW",0.00089636682723958
14,3,"NW",0.000878484797477207
14,3,"NW",0.000893097130772679
14,3,"NW",0.000877744145673748
14,3,"NW",0.000884128920991594
14,3,"NW",0.000884776751488898
14,3,"NW",0.000883427037699448
14,3,"NW",0.000887326586479272
14,3,"NW",0.000859633391661952
14,3,"NW",0.000865144105669039
14,3,"NW",0.000920775042246397
14,3,"NW",0.000882820391905848
14,3,"NW",0.000900977533456047
14,3,"NW",0.000865905418774321
14,3,"NW",0.000922466673796927
14,3,"NW",0.000858721515747912
14,3,"NW",0.000885809536399536
14,3,"NW",0.000907191022639864
14,3,"NW",0.00091424665768292
14,3,"NW",0.000876546758392113
14,3,"NW",0.000880041774338287
14,3,"NW",0.000893177051746555
14,3,"NW",0.000885218613979105
14,3,"NW",0.000864651115534626
14,3,"NW",0.000882104544084985
14,3,"NW",0.000909039487701049
14,3,"NW",0.000891661975218371
14,3,"NW",0.000902144884984681
14,3,"NW",0.000894379065949114
14,3,"NW",0.000882858037574576
14,3,"NW",0.000871494314544934
14,3,"NW",0.000872903143935357
14,3,"NW",0.000904590358717472
14,3,"NW",0.000876029863661563
14,3,"NW",0.000906672924368079
14,3,"NW",0.000886112955909363
14,3,"NW",0.000901498557877816
14,3,"NW",0.000865290827834405
14,3,"NW",0.00088308406952876
14,3,"NW",0.000853348892531876
14,3,"NW",0.000895385126426153
14,3,"NW",0.000921974751433903
14,3,"NW",0.000912902174213608
14,3,"NW",0.00084455414908878
14,3,"NW",0.000915688634026744
14,3,"NW",0.000881252855058513
14,3,"NW",0.00091314846527481
14,3,"NW",0.000878886036181312
14,3,"NW",0.000871164513000053
14,3,"NW",0.00089244663833604
14,3,"NW",0.000935390997152605
14,3,"NW",0.000915985112408593
14,3,"NW",0.000887355470616169
14,3,"NW",0.000871510229565101
14,3,"NW",0.000859072682308414
14,3,"NW",0.000912147119658191
14,3,"NW",0.000910282015751217
14,3,"NW",0.000902580687621115
14,3,"NW",0.000892990047234864
14,3,"NW",0.000836320394269756
14,3,"NW",0.000899331390718288
14,3,"NW",0.000884621898405917
14,3,"NW",0.00089529729373097
14,3,"NW",0.000936788788569467
14,3,"NW",0.000876224013891062
14,3,"NW",0.000894720714444789
14,3,"NW",0.000914150762565718
14,3,"NW",0.000889387599439673
14,3,"NW",0.000851299937759133
14,3,"NW",0.000914262912417722
14,3,"NW",0.000900487885263664
14,3,"NW",0.000891837681482922
14,3,"NW",0.000893953735463588
14,3,"NW",0.000895127767920179
14,3,"NW",0.000901957844123539
14,3,"NW",0.000900644168165072
14,3,"NW",0.000907712327698516
14,3,"NW",0.000909495994145677
14,3,"NW",0.000893856488368164
14,3,"NW",0.000888218086403348
14,3,"NW",0.000911856555362719
14,3,"NW",0.000913460626650741
14,3,"NW",0.000911939578339848
14,3,"NW",0.000903127831330675
14,3,"NW",0.000860998906897823
14,3,"NW",0.000892404246091513
14,3,"NW",0.000948968890517024
14,3,"NW",0.000909249530585181
14,3,"NW",0.000871765755358925
14,3,"NW",0.000885580118378159
14,3,"NW",0.000901897080722856
14,3,"NW",0.000894877889598453
14,3,"NW",0.000908823186956569
14,3,"NW",0.00088523094086161
14,3,"NW",0.000875211940047858
14,3,"NW",0.000888659076908361
14,3,"NW",0.000873037386678344
14,3,"NW",0.000931036815359216
14,3,"NW",0.000910342709189754
20,3,"LL",0.000623074269995457
20,3,"LL",0.000631357743226555
20,3,"LL",0.000627011768719603
20,3,"LL",0.000614861832260714
20,3,"LL",0.000616510159803682
20,3,"LL",0.000622163050130391
20,3,"LL",0.000610004638579538
20,3,"LL",0.000616802004029882
20,3,"LL",0.000608730325549893
20,3,"LL",0.00062827382113187
20,3,"LL",0.000631454246086889
20,3,"LL",0.000617886261466643
20,3,"LL",0.000606530563808934
20,3,"LL",0.00062101114584735
20,3,"LL",0.000623947163369099
20,3,"LL",0.000616039556635909
20,3,"LL",0.000618257549803058
20,3,"LL",0.000624895216220522
20,3,"LL",0.000613278915242025
20,3,"LL",0.000618545341252415
20,3,"LL",0.000625375418720176
20,3,"LL",0.000611683796289752
20,3,"LL",0.000615285129282523
20,3,"LL",0.000610362188451508
20,3,"LL",0.000608728930361637
20,3,"LL",0.000619520972278844
20,3,"LL",0.000623596280496462
20,3,"LL",0.0006231230925441
20,3,"LL",0.000622888112361451
20,3,"LL",0.00061989301700385
20,3,"LL",0.000605080018062394
20,3,"LL",0.000616793528774974
20,3,"LL",0.000617260472944479
20,3,"LL",0.000607893688003325
20,3,"LL",0.000601442908197458
20,3,"LL",0.000624001479547832
20,3,"LL",0.000610239833111349
20,3,"LL",0.000605265251138922
20,3,"LL",0.000619863618162879
20,3,"LL",0.000618167417133307
20,3,"LL",0.000603186370502987
20,3,"LL",0.000604813044371071
20,3,"LL",0.000609827868488921
20,3,"LL",0.000616347778121466
20,3,"LL",0.000619078041477159
20,3,"LL",0.000627915880024186
20,3,"LL",0.000599600170818439
20,3,"LL",0.000621849716472829
20,3,"LL",0.000609019171807232
20,3,"LL",0.000622103934270865
20,3,"LL",0.000603578669418511
20,3,"LL",0.000611447726656239
20,3,"LL",0.000600610930086275
20,3,"LL",0.000606546987334373
20,3,"LL",0.000608398379977905
20,3,"LL",0.000604840272999779
20,3,"LL",0.000613637074846622
20,3,"LL",0.000601072436343505
20,3,"LL",0.000616042505522013
20,3,"LL",0.000619390269060188
20,3,"LL",0.000617598512660417
20,3,"LL",0.000602554490895492
20,3,"LL",0.000618803384122326
20,3,"LL",0.000622624998480982
20,3,"LL",0.000615647513748471
20,3,"LL",0.000609634299544748
20,3,"LL",0.000613654726879499
20,3,"LL",0.00062452087150227
20,3,"LL",0.000602034829767326
20,3,"LL",0.000619674723119373
20,3,"LL",0.000610172453753716
20,3,"LL",0.000618670634077709
20,3,"LL",0.000604656802371589
20,3,"LL",0.000609402719051864
20,3,"LL",0.000623078609033584
20,3,"LL",0.000606558017618316
20,3,"LL",0.000615797050377648
20,3,"LL",0.00063527593244413
20,3,"LL",0.000616344091629032
20,3,"LL",0.000601827118137246
20,3,"LL",0.000617768547564724
20,3,"LL",0.000609622655218264
20,3,"LL",0.000615399518797631
20,3,"LL",0.000612884233280272
20,3,"LL",0.000607860416535905
20,3,"LL",0.000619947524217753
20,3,"LL",0.000622630951461878
20,3,"LL",0.000616522478843034
20,3,"LL",0.000613669306947301
20,3,"LL",0.000611032915238699
20,3,"LL",0.000626724205511671
20,3,"LL",0.000615763373324308
20,3,"LL",0.000616410691112365
20,3,"LL",0.000617680024386511
20,3,"LL",0.00062028084346632
20,3,"LL",0.000620037073894806
20,3,"LL",0.000604013877305529
20,3,"LL",0.000622176694163763
20,3,"LL",0.000611687850293776
20,3,"LL",0.000623377520555431
20,3,"LL",0.000612997886340956
20,3,"LL",0.000609752223863854
20,3,"LL",0.000611502410947602
20,3,"LL",0.00062441126459948
20,3,"LL",0.000631324946191818
20,3,"LL",0.000613754776108685
20,3,"LL",0.00062089075937885
20,3,"LL",0.000622633433294121
20,3,"LL",0.000623322793770288
20,3,"LL",0.000618108105389484
20,3,"LL",0.000612462448787718
20,3,"LL",0.000609575677648399
20,3,"LL",0.000616397816688726
20,3,"LL",0.000610262796918193
20,3,"LL",0.00061531273119607
20,3,"LL",0.000608266122763694
20,3,"LL",0.000599947039573228
20,3,"LL",0.000615729216093147
20,3,"LL",0.000620030699274277
20,3,"LL",0.000622160762431365
20,3,"LL",0.000617131505377154
20,3,"LL",0.0006272580400359
20,3,"LL",0.00062105850605121
20,3,"LL",0.000627313859003985
20,3,"LL",0.000621001741285621
20,3,"LL",0.000617544410262254
20,3,"LL",0.000623729244525238
20,3,"LL",0.00060616181468341
20,3,"LL",0.000611342206883042
20,3,"LL",0.000609852576207567
20,3,"LL",0.000609646008223929
20,3,"LL",0.000607789669157972
20,3,"LL",0.000626025113825065
20,3,"LL",0.000619134949184543
20,3,"LL",0.000632940179512551
20,3,"LL",0.000621343792796763
20,3,"LL",0.00061071613853041
20,3,"LL",0.000612614500126735
20,3,"LL",0.000604538505129173
20,3,"LL",0.000611561798977983
20,3,"LL",0.000611633968633791
20,3,"LL",0.000631552143494319
20,3,"LL",0.000611331666101608
20,3,"LL",0.000627832014665271
20,3,"LL",0.000627987410788902
20,3,"LL",0.000623867131000923
20,3,"LL",0.000618115616414931
20,3,"LL",0.000613672229665257
20,3,"LL",0.000617384038764208
20,3,"LL",0.000624964155937464
20,3,"LL",0.000605624934577497
20,3,"LL",0.00059850118223387
20,3,"LL",0.000614263075929322
20,3,"LL",0.000622527932112563
20,3,"LL",0.000620050630798098
20,3,"LL",0.000606241733013527
20,3,"LL",0.000613142941911574
20,3,"LL",0.000619336245858882
20,3,"LL",0.000622992029023397
20,3,"LL",0.000622818598496376
20,3,"LL",0.000610931536771987
20,3,"LL",0.000615329880151316
20,3,"LL",0.000609756602437602
20,3,"LL",0.000612611462878224
20,3,"LL",0.000634926992365736
20,3,"LL",0.000603294694922859
20,3,"LL",0.000616020466857441
20,3,"LL",0.000627856130436456
20,3,"LL",0.000634758590963872
20,3,"LL",0.000611569269212576
20,3,"LL",0.000625060848297339
20,3,"LL",0.000611279805812797
20,3,"LL",0.000620117630400024
20,3,"LL",0.000610556016449869
20,3,"LL",0.00060586713198211
20,3,"LL",0.000610281236500036
20,3,"LL",0.000612460376907134
20,3,"LL",0.000603516001364051
20,3,"LL",0.000611935527217498
20,3,"LL",0.000620291530334016
20,3,"LL",0.000624916150965437
20,3,"LL",0.00061829862588823
20,3,"LL",0.000611216180427598
20,3,"LL",0.000620362651627354
20,3,"LL",0.000610868782067313
20,3,"LL",0.000605173666355122
20,3,"LL",0.000612164644178216
20,3,"LL",0.000625211116390502
20,3,"LL",0.000605499186636213
20,3,"LL",0.000616986050041883
20,3,"LL",0.00062087959502194
20,3,"LL",0.000620946277567126
20,3,"LL",0.000609099791869944
20,3,"LL",0.000613206974434007
20,3,"LL",0.000616511564226701
20,3,"LL",0.000620225770394353
20,3,"LL",0.000625603822122009
20,3,"LL",0.000610298441806384
20,3,"LL",0.000620267333931979
20,3,"LL",0.000615350252161731
20,3,"NW",0.000894937674798857
20,3,"NW",0.00089518234446287
20,3,"NW",0.000885358189138514
20,3,"NW",0.000913922971972422
20,3,"NW",0.000878352771361946
20,3,"NW",0.000896921193171707
20,3,"NW",0.000898343845465168
20,3,"NW",0.000899667673463571
20,3,"NW",0.000898931691534047
20,3,"NW",0.000912423725439713
20,3,"NW",0.000901148579896669
20,3,"NW",0.000909503330878581
20,3,"NW",0.000913523592848405
20,3,"NW",0.000888986887425912
20,3,"NW",0.000901775153002486
20,3,"NW",0.000901441151017809
20,3,"NW",0.00085750601579385
20,3,"NW",0.000876409229031121
20,3,"NW",0.0008859373046582
20,3,"NW",0.000908516113770693
20,3,"NW",0.00089701150092303
20,3,"NW",0.000893121498164798
20,3,"NW",0.000903449106461307
20,3,"NW",0.000894294368802788
20,3,"NW",0.000893425263388753
20,3,"NW",0.000902670520066475
20,3,"NW",0.000913062166601035
20,3,"NW",0.000888629008786174
20,3,"NW",0.000885914364551531
20,3,"NW",0.000907486181409247
20,3,"NW",0.000901220856583963
20,3,"NW",0.000906377379751591
20,3,"NW",0.000874279832070452
20,3,"NW",0.000882234235945458
20,3,"NW",0.00089316106988784
20,3,"NW",0.000889992335916514
20,3,"NW",0.000887656531596799
20,3,"NW",0.000876770119175651
20,3,"NW",0.000903522641860834
20,3,"NW",0.000890875329786544
20,3,"NW",0.000888944952300887
20,3,"NW",0.000872541853120869
20,3,"NW",0.000890840403178753
20,3,"NW",0.000890417203556659
20,3,"NW",0.00089498198511236
20,3,"NW",0.000918266903547414
20,3,"NW",0.00090773114901975
20,3,"NW",0.000893408846678449
20,3,"NW",0.000921600497156338
20,3,"NW",0.000877783549277328
20,3,"NW",0.000880340922520805
20,3,"NW",0.000902233585100622
20,3,"NW",0.000896328021318711
20,3,"NW",0.000909046561758041
20,3,"NW",0.000863402751885153
20,3,"NW",0.000918659272844899
20,3,"NW",0.000912639869949692
20,3,"NW",0.000901309885780651
20,3,"NW",0.000865968269766825
20,3,"NW",0.000888205513526145
20,3,"NW",0.000894453381941146
20,3,"NW",0.000893931217407788
20,3,"NW",0.000901521494555234
20,3,"NW",0.000900054564438296
20,3,"NW",0.00089758214398245
20,3,"NW",0.000891141518238842
20,3,"NW",0.00089783822312337
20,3,"NW",0.000900447572935099
20,3,"NW",0.000877008496973794
20,3,"NW",0.000902572830969374
20,3,"NW",0.000898855422523367
20,3,"NW",0.000899046579887535
20,3,"NW",0.000886635435282729
20,3,"NW",0.000864705880839013
20,3,"NW",0.000890268325213334
20,3,"NW",0.000896197243880343
20,3,"NW",0.000899412982831355
20,3,"NW",0.000908286774740769
20,3,"NW",0.000896495288085772
20,3,"NW",0.000900865591586485
20,3,"NW",0.000884474509240462
20,3,"NW",0.000889752081774703
20,3,"NW",0.000858497863452646
20,3,"NW",0.000884772356040011
20,3,"NW",0.000910886489022405
20,3,"NW",0.000897278497009438
20,3,"NW",0.000911911268393675
20,3,"NW",0.00087998184188358
20,3,"NW",0.000911917054783838
20,3,"NW",0.000901320696340805
20,3,"NW",0.00091717733945976
20,3,"NW",0.000909067825463972
20,3,"NW",0.000916089460047397
20,3,"NW",0.000913057369011076
20,3,"NW",0.000902860791311398
20,3,"NW",0.000878201557768622
20,3,"NW",0.000881276385699354
20,3,"NW",0.000882922741447573
20,3,"NW",0.000895554040471257
20,3,"NW",0.000883548202970022
20,3,"NW",0.000908451468836193
20,3,"NW",0.000882400296886309
20,3,"NW",0.000921805361134798
20,3,"NW",0.000867878824230891
20,3,"NW",0.000874058423447133
20,3,"NW",0.000908927839121513
20,3,"NW",0.000911209717129222
20,3,"NW",0.000887689163858385
20,3,"NW",0.000916673046776076
20,3,"NW",0.000889768995547304
20,3,"NW",0.00090773236394002
20,3,"NW",0.00089030978407486
20,3,"NW",0.000883753570303233
20,3,"NW",0.000892153753616483
20,3,"NW",0.000888227061110267
20,3,"NW",0.000879495984218312
20,3,"NW",0.000906614175636937
20,3,"NW",0.000878583637711004
20,3,"NW",0.000907691813309215
20,3,"NW",0.000886678744164014
20,3,"NW",0.000904490774175853
20,3,"NW",0.000897479852408747
20,3,"NW",0.000903092968522012
20,3,"NW",0.000906844942635165
20,3,"NW",0.000889388553965848
20,3,"NW",0.000873311078689082
20,3,"NW",0.000893547717260819
20,3,"NW",0.000896713230245146
20,3,"NW",0.000914742053089969
20,3,"NW",0.00089867186012639
20,3,"NW",0.000883857466513005
20,3,"NW",0.000887788395076728
20,3,"NW",0.00088290329219981
20,3,"NW",0.000916824888643974
20,3,"NW",0.000906548391786427
20,3,"NW",0.000887401633963257
20,3,"NW",0.000885103987090364
20,3,"NW",0.000883721860452589
20,3,"NW",0.000881811897420934
20,3,"NW",0.000899550336595245
20,3,"NW",0.000863203215272948
20,3,"NW",0.000900582402161079
20,3,"NW",0.000887850212703059
20,3,"NW",0.000886306782591586
20,3,"NW",0.000909343364876338
20,3,"NW",0.000892889028885469
20,3,"NW",0.000876311237307203
20,3,"NW",0.000889892977224935
20,3,"NW",0.000894419066299446
20,3,"NW",0.000891215922758508
20,3,"NW",0.000881586255714559
20,3,"NW",0.000881655455102614
20,3,"NW",0.000898197595398036
20,3,"NW",0.000899214967829405
20,3,"NW",0.000897226664190521
20,3,"NW",0.000910667975768934
20,3,"NW",0.000887430259568013
20,3,"NW",0.000923144014958909
20,3,"NW",0.000910204497192706
20,3,"NW",0.000884375752451848
20,3,"NW",0.000879191093062302
20,3,"NW",0.000904303324012472
20,3,"NW",0.000888904457480799
20,3,"NW",0.000883897502331958
20,3,"NW",0.000891153448521323
20,3,"NW",0.000906533248433984
20,3,"NW",0.000898883179258546
20,3,"NW",0.000885907643373322
20,3,"NW",0.000887790025121822
20,3,"NW",0.000900696080795004
20,3,"NW",0.000888308188878019
20,3,"NW",0.000897362893219187
20,3,"NW",0.000873816511024626
20,3,"NW",0.000887316146117047
20,3,"NW",0.000906240498516112
20,3,"NW",0.00089884040257356
20,3,"NW",0.000894155928600571
20,3,"NW",0.000891544495000699
20,3,"NW",0.000850302754562599
20,3,"NW",0.000898167277767119
20,3,"NW",0.000869924127031105
20,3,"NW",0.000871891367891235
20,3,"NW",0.000897971877652463
20,3,"NW",0.000906063072197744
20,3,"NW",0.000894679846720206
20,3,"NW",0.000869464630352405
20,3,"NW",0.00089911829641023
20,3,"NW",0.00088249992215691
20,3,"NW",0.000895964409965317
20,3,"NW",0.000897162687655933
20,3,"NW",0.000894248986006834
20,3,"NW",0.000903147071136368
20,3,"NW",0.000903375798481519
20,3,"NW",0.000915747167031268
20,3,"NW",0.000892016865640881
20,3,"NW",0.000899841892320702
20,3,"NW",0.000907642390822378
20,3,"NW",0.000889565629204375
20,3,"NW",0.000887102000940959
20,3,"NW",0.000876609049594863
